‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,-7.395581088074144e-06,0.0020528765785621825,1.3767253340265702e-05,-0.0010797884836858404,-1.5845686071841172e-05,0.00020414130969507538,1.171607377295846e-05,0.0007135952075414524,7.774711158405407e-06,5.7998161831017875e-05,4.1721674377347824e-05,0.0016482784099292518,-9.007040512918992e-06,-0.007354524295043961,-0.00022582497844613887,-0.012703417309579393,-0.0005075373245929465,-0.012837053037873799,-0.0007792951036926768,-0.014844894487272919,-0.0010854074434043638,-0.013194455779027522,-0.0013673192682114575,-0.01461737671206311,-0.001673947896409865,-0.014611436046762015
0.0,3.7198962328308714e-05,-0.002639559666630922,-1.6209521723954153e-05,-0.0017363008050147177,2.621094152576417e-06,0.0022844790508365943,1.3452432135974818e-05,-0.0007187404816254038,1.0881191042029875e-05,0.0002176827237916522,4.1761483684206635e-05,0.00039398810943505077,-1.7605520775305266e-05,-0.006379010943320066,-0.0002447596375001808,-0.014189185833041918,-0.000511087660825517,-0.01170048004934538,-0.0007886906060939918,-0.014357298298808496,-0.0010831581926335574,-0.01406829775705781,-0.0013706830098725068,-0.013598565898144507,-0.0016580296539064167,-0.013913792899224653
0.0,7.958264782852666e-05,-0.00872573198777458,-3.669557599588186e-05,0.0003204184178655049,1.2074743365452928e-05,0.0014139904127430506,1.9891482974671094e-05,-1.7788951847304934e-06,1.6805739470965552e-05,4.9870952728601566e-05,3.280336176431075e-05,0.00036640314270315285,-3.317913881022195e-05,-0.008012663635414991,-0.0002554639022380341,-0.011447826323226988,-0.000519846383255485,-0.014065763990398862,-0.0007937832215663946,-0.012499025414883751,-0.0010826262477944622,-0.014713501645113865,-0.001374208815275854,-0.013248720265022567,-0.0016381686217319265,-0.01236459383758496
0.0,4.432183245201573e-05,-0.003125567793810961,-2.2882810439704745e-05,-0.0025117831375459005,9.595465826746512e-07,0.0035934254264998913,3.0440862187323594e-05,-0.0007464996299817871,1.7931877712527612e-05,5.757113745126182e-05,2.7640920206973083e-05,-0.0007993625444776375,-6.426818671148662e-05,-0.007531672738714043,-0.0002556983457247656,-0.011491966529456749,-0.0005289603413339168,-0.013143003224134043,-0.0008024079075497949,-0.013436445629846494,-0.0010795851404296556,-0.013976381642569482,-0.0013765007917660964,-0.012972766451563025,-0.0016234986944396142,-0.011534051389203978
0.0,1.2120030037510029e-05,-0.0002567202506095279,-4.611279733367145e-07,-0.0013661103206490412,-1.6216264803114547e-05,0.001588176159171892,4.0287164433126595e-05,0.0008906558055432208,1.8568897502168727e-05,-2.5913209890291475e-05,1.1961404236815223e-05,-0.0033211177766298916,-8.758272076271298e-05,-0.0053527413096464095,-0.00026758978545056634,-0.0116741663815518,-0.0005290254965670452,-0.01358049211084843,-0.0008088410810591356,-0.012795906829588236,-0.0010876522282214829,-0.013703636674752533,-0.0013667340684885866,-0.01323329043336977,-0.0016211931509306772,-0.011516663920595489
0.0,-7.916147433104035e-06,0.0012071539817914772,8.344941844142023e-06,-0.00016676256888681985,-7.644663643152381e-06,-0.00041927948550550304,1.930138715286237e-05,0.0025745432012788338,3.735871675612237e-05,-0.0004409019333033359,-2.268375774114892e-05,-0.0018344403259732685,-0.0001059938875343495,-0.007677371413746773,-0.0002782042735723626,-0.0094052492272712,-0.0005320404825396364,-0.013431780844324672,-0.00081357785793313,-0.013938712423218163,-0.0010953062873746261,-0.012901540566849506,-0.0013546243814016596,-0.012329587867093665,-0.0016319082250483119,-0.013932969879559614
0.0,-1.6833646631593167e-05,0.0012962417223198609,9.826420554381278e-06,0.0010270832675683952,6.891132783856825e-06,-0.0011165304905956166,-2.9735003844094093e-06,0.0006213478815599177,2.005556648028337e-05,0.0002222265109879702,-2.952878123983209e-05,-0.006384277394507832,-0.00013158459405311816,-0.003777695558739442,-0.00029778070096834347,-0.010741529546208845,-0.0005248780368186055,-0.012696088614660697,-0.0008233119402150632,-0.014284700573414705,-0.0010987071069788299,-0.012187398508662343,-0.0013474350472319997,-0.012552378619754539,-0.0016288837774362766,-0.013936682054668494
0.0,-2.6455001190976242e-05,0.002125312147229332,9.540491234083713e-06,0.0011526472902608112,1.957137467984579e-05,-0.00098846479520693,-1.5042906290194553e-05,-0.0006540983524540816,-9.72987622061296e-06,-5.890772713593358e-05,-3.9604122180492905e-05,-0.002830121713598813,-0.0001661450662044141,-0.007524519613279013,-0.0003007019666861285,-0.008092851959521063,-0.0005362324977878638,-0.012436201238884335,-0.0008226309342837947,-0.015322369737226811,-0.001099456573322269,-0.011010349101360872,-0.0013475339694840448,-0.013061230874579409,-0.0016141730109829238,-0.012531567306425967
0.0,-2.997613511972314e-05,0.0016074694896210733,1.2777889529876871e-05,0.002211648808371025,1.9841750703911308e-05,-0.00096607859218361,-1.3358888581478432e-05,-0.002483456442888759,-3.89937152660621e-05,2.8761161769505744e-05,-6.012317334619431e-05,-0.003289459489800105,-0.0001771643358575128,-0.007301005870174302,-0.00032925482238365755,-0.006695276113965827,-0.0005327157788365846,-0.014410818789334317,-0.0008273683865147142,-0.012002552118251655,-0.0010969386789900775,-0.013915201014578422,-0.001348030613101231,-0.011081970659274975,-0.0016088722081291167,-0.013360674650527038
0.0,-4.1171087204697716e-05,0.00369892917827248,1.2920940433346862e-05,0.0009236777851880106,2.42886843855082e-05,-0.0004186537785910585,-1.6468193778099336e-05,-0.0021909260797245604,-3.9099029955677736e-05,-0.00027086394708870427,-9.182934244092226e-05,-0.0031618686089927113,-0.00018847388163152078,-0.0064357682537778795,-0.00034593963980249795,-0.008687431493527104,-0.0005467251296402537,-0.010779713030647314,-0.0008220221794086427,-0.014666444471707306,-0.0010911251860858113,-0.011932837361030627,-0.0013577113141446165,-0.012410813093604003,-0.0015778733314032764,-0.009656473610136676
0.0,-2.9509801189063472e-05,0.0014565970287918587,1.1367661578256994e-05,0.002424949480904177,2.085899818661183e-05,-0.0016609554078250537,-1.2826978094606512e-05,-0.00109122718451126,-2.703057259188837e-05,-0.000351702133550677,-0.00011577588331885104,-0.0053873803361792925,-0.0002018633868469674,-0.004401521371276392,-0.0003610611202635132,-0.0100785989843753,-0.0005670959786443614,-0.00968827598803884,-0.0008071199816244724,-0.013832712231952754,-0.0010965391432469752,-0.012890461847063559,-0.0013542370038962814,-0.011812688453161399,-0.0015731503213281678,-0.009777475680074029
0.0,-3.122415772364445e-05,0.002419072043131246,1.2095524539694656e-05,0.0012168306258516553,1.4023036325624759e-05,-0.0006610836416694889,-6.6874326936287894e-06,-0.0008650804337370898,-1.3587773619853878e-05,-0.00038667975552906375,-0.00011994919231860193,-0.006378650426197773,-0.0002274429805653306,-0.004963970239535326,-0.00037173475415707536,-0.009090812280645212,-0.0005853666961345802,-0.010694659755327943,-0.0007992786437020434,-0.010918853795075,-0.0010972941218343807,-0.015840816523694047,-0.0013470049957928863,-0.00940456750270821,-0.00158612015149444,-0.012869035159687995
0.0,-2.3644564010759015e-05,0.0023533012782059547,8.631904415383313e-06,0.00020402297159512523,6.040641674399519e-06,-0.00012197183016284503,5.427615918165339e-06,-0.00020515023766284483,-1.1351565494993914e-05,-0.00039267516773649493,-0.00010261779729487445,-0.007037266395635585,-0.00025933335217256443,-0.006464653237303443,-0.00038606774204123746,-0.00801647378273423,-0.000593809938016518,-0.009829489765652993,-0.0008071165609575202,-0.012300875338580855,-0.0010811440786204812,-0.012939582590295625,-0.0013540129709213261,-0.012445647817596613,-0.0015592047417733036,-0.00840584241385256
0.0,1.4377679737574145e-06,-0.0005831197813335124,-1.109552510341905e-06,0.00044031948833664125,2.8463717156212753e-06,0.00036902492628734595,1.043716477305003e-05,-0.0005409757469478134,-2.7846309346539825e-06,-0.00013478591060394777,-8.938441315689018e-05,-0.008571000802477254,-0.00027068176894185625,-0.007697809843004504,-0.0004249625245099705,-0.00664206412581884,-0.0005808623417300484,-0.010343010949065598,-0.0008298316983305328,-0.011282067852312574,-0.0010632864057583118,-0.013052519654330727,-0.0013494957001201984,-0.012269391107842921,-0.0015682086069286876,-0.009807908681741336
0.0,1.7817365684926685e-05,-0.0015026073622957633,-1.2185864641406597e-05,-0.0007757568364719201,6.261689899533759e-06,0.001183568718786838,7.642927951311498e-06,0.000219414474489377,1.3134757234702554e-05,-0.00039490162868521155,-8.453236991532418e-05,-0.0062909133082759035,-0.0002794591525011085,-0.011849054905639545,-0.0004501228370083311,-0.004743826962330579,-0.0005920099074090373,-0.009957961866808434,-0.0008281467233727332,-0.011592825416012486,-0.0010680414737246396,-0.01184117965528961,-0.0013269079769296598,-0.012875244812982752,-0.0015968914024848306,-0.012964687194480677
0.0,3.086984053022272e-05,-0.0033636566667637033,-1.2715170439017049e-05,3.378705812098515e-05,-4.797863592702493e-06,0.0005523729410525772,1.773601813428201e-05,0.0002813496104006977,4.708255148691471e-06,-3.9319305070422247e-05,-6.618541087773848e-05,-0.009423619141345315,-0.0002884013933350331,-0.00900367720261438,-0.00047004856489963855,-0.00839802092440392,-0.000613153089967503,-0.006959623173374698,-0.0008193076425784126,-0.012512684626150504,-0.0010758890020295567,-0.01066284989909899,-0.0013035462081133129,-0.013368171570257764,-0.001625581945596763,-0.01621975128462294
0.0,1.384874224660257e-05,0.00010547748107388074,-6.973865250520619e-06,-0.0023949895859162944,-9.415534399801777e-06,0.0022582013000092033,1.2497979908766127e-05,-4.255490397486099e-05,1.5634983318184734e-05,-0.00023416979586837953,-7.712941840220822e-05,-0.007331683888622498,-0.0002815711658215104,-0.011468878664543575,-0.00048436251906219845,-0.008324337131056918,-0.0006423399355867274,-0.006261863937543988,-0.0008160647855479327,-0.01185851402135131,-0.0010661175725184546,-0.010909858679981742,-0.0012986750795854496,-0.012802673645951272,-0.0016328236061435321,-0.01779894175955644
0.0,2.5681865586932632e-05,-0.002611568966898415,-5.609872528707492e-06,0.00016071086644900255,-1.4656370974247405e-05,-0.000736323424433208,1.3002932866501101e-05,0.0019206878372070395,8.655011587208131e-06,-0.00040914122922703104,-8.451310086081222e-05,-0.007402653690153609,-0.00026921907421979916,-0.010802001957462516,-0.0005045830799538024,-0.009104080922157653,-0.0006604146966552769,-0.00820586644388457,-0.000828015671512442,-0.00759819594395217,-0.0010401280273559341,-0.012477566127914053,-0.0013120248309915364,-0.013833707574996745,-0.0016009825385957298,-0.013687083833307646
0.0,9.97911293156784e-06,0.00010642790902024057,-1.5493293097883412e-06,-0.0014645110763275803,-1.05890330427712e-05,0.0007644547160968087,-3.0869185685805306e-06,8.058729609773576e-05,4.7338699926613844e-07,-0.00021596590274017624,-8.183517243894158e-05,-0.006773298412665387,-0.0002749780247309378,-0.010687066239500866,-0.0004992656114317151,-0.01122673282977048,-0.0006930100741954749,-0.006709544600234144,-0.000837974296699538,-0.00736005545932985,-0.0010127437163420124,-0.011932616817903084,-0.0013271706099010423,-0.014631368616946118,-0.001569322368781834,-0.010214047039569
0.0,1.1394639934064813e-05,-0.0006747460651906404,-8.031240705870178e-07,-0.00046610065896375525,-6.501969231347918e-06,-1.2445575038260532e-06,-1.586817062668354e-05,-0.0008211312367528727,-1.3284642372498291e-05,6.719843022779901e-05,-8.03415076581565e-05,-0.007553536732033894,-0.00027405310014927647,-0.010182669133480223,-0.0004991316714308838,-0.010984398561565616,-0.0007230257963870462,-0.009013931839982248,-0.0008345174999343304,-0.004405648311950818,-0.001016985047378993,-0.012752502263556117,-0.001312312130060407,-0.014271787056505905,-0.001578439025200074,-0.011924398712849863
0.0,1.2362462998177838e-05,-0.001355897840944258,-2.6054068916073836e-07,0.0007275907266007995,-2.986468480512607e-06,-0.002016966692857033,-2.400768213100169e-05,0.0007902098945956107,-1.9182179591679595e-05,-0.0002835301740912623,-8.907837042807304e-05,-0.005619474874930788,-0.0002684486905227435,-0.010755107257215771,-0.0005066449743186025,-0.012277566976675442,-0.000732813756966765,-0.007834726914033769,-0.0008460058469816375,-0.00493835486575222,-0.0010242793623206805,-0.012360360999237223,-0.001287456246483545,-0.012801769022212672,-0.0016081377462474277,-0.01697064354425771
0.0,-1.0215622466772431e-05,0.0019698629808449003,1.0256238676215003e-05,-0.0008480463035267778,-8.040831596292427e-06,-0.0001240460605669464,-2.9655727180785856e-05,-0.0012190365211454453,-1.738395322738934e-05,-2.6393658748799215e-05,-9.903714279077753e-05,-0.006257653517691984,-0.0002572066306143847,-0.010272531420016833,-0.0005243177832416801,-0.013006640625860289,-0.0007252296596663292,-0.006644526864234264,-0.0008671448588569417,-0.007982705833075435,-0.0010304324347438075,-0.007608250263014523,-0.0012705435310862616,-0.01587792480795766,-0.0015996025910195197,-0.015175374289268753
0.0,-4.756428083892076e-06,0.0006298372584122912,1.1708224116764566e-05,0.0006124187357916225,-1.4487142476548299e-05,-0.002260784622074265,-1.93762033965708e-05,0.0008568344394128959,-2.51570460421291e-05,-0.00029766126575688905,-9.341153347648975e-05,-0.005695535058634401,-0.0002654422042800865,-0.011018578554851947,-0.0005283050393032288,-0.011954672808850219,-0.000715413049247991,-0.007739422832228787,-0.0008936881044148105,-0.007870077146093724,-0.0010339563829398208,-0.007672176984961528,-0.0012559953201835357,-0.013765139642937975,-0.0016072622007730273,-0.018449472407698606
0.0,-4.700184594940826e-06,0.0015404354998332281,7.2392370137631364e-06,-0.0009363709900500306,-1.0432984322489474e-05,-0.0006101453809136998,-2.2002735276481215e-05,7.3433857583468e-05,-1.5339552641913887e-05,-0.00019299973152554794,-8.473256726332368e-05,-0.00565750722375799,-0.00028666126058453004,-0.012954202890827944,-0.0005111403962235377,-0.008602778531076539,-0.0007249290898125898,-0.01102860503282326,-0.0009008165810035447,-0.006740300134245704,-0.0010472625873316265,-0.007321347317394474,-0.0012503963834855105,-0.013447825662186727,-0.0015806264399813048,-0.01677751153084178
0.0,1.7123115899721334e-05,-0.0015225496276206419,-2.261359478262265e-06,-0.0001436399112212543,-7.970726766127422e-06,-0.00021727281681405196,-1.8642760633714274e-05,-0.0006833635851026408,-4.724929566604669e-06,0.00026322200678936645,-7.524330785257088e-05,-0.009792799095435229,-0.00030402518478620915,-0.00901106509716578,-0.0004998155333326371,-0.011070329321655609,-0.0007246441701653114,-0.0101591278697497,-0.0009147243057419978,-0.007175662230097865,-0.0010517843389504014,-0.007720188698490533,-0.001259919855293124,-0.012014509350930203,-0.0015320772140978765,-0.013488668188626365
0.0,2.8352222950082775e-05,-0.0024450683493739064,-1.0273898224253363e-05,-0.0004410809074929631,-6.738436623585578e-06,-0.0006557680610080026,-7.517024313710373e-06,0.0018513866295085581,1.626326516283886e-05,-0.00037460434761628933,-9.719575580859324e-05,-0.008019424511124112,-0.0002975817272472246,-0.010519369199831678,-0.0004976245777521595,-0.009849823861859388,-0.0007273481924882183,-0.010636171805781192,-0.0009153983861875391,-0.007846725844228611,-0.0010668530202127468,-0.007748609478742478,-0.0012702883094838702,-0.010774005400658341,-0.0014742514686613588,-0.009189465249223353
0.0,2.0442719253878907e-05,-0.0010657330269706507,-5.119458682488586e-06,-0.0015033269867480612,-2.0112966111970728e-05,0.0009525070429875986,1.6646373053354365e-05,0.001076663750053874,1.1884253439039642e-05,-0.00040330852004693445,-0.00010872089741865933,-0.008933015247663108,-0.0002830976030568192,-0.009137136832927382,-0.0005093805323091286,-0.010400653170987486,-0.0007195662848697508,-0.01092828884961506,-0.0009140871678317082,-0.007404807280291566,-0.0010916558410578895,-0.009697895013603857,-0.001271966574976732,-0.007605684376252148,-0.0014342022850009162,-0.007990602490326371
0.0,1.877661282976698e-05,-0.0006236050999305948,-6.3620011917234365e-06,-0.0021719537623152312,-2.1371175584241922e-05,0.0021733629625038144,2.9666963627089422e-05,0.00016593550816102002,-5.314359380936406e-06,-0.0005643610432824623,-0.00010079237695386287,-0.007107076360752306,-0.00028809396358393883,-0.009624190105169858,-0.00050282236891409,-0.01216711808466857,-0.0007218420148024024,-0.0075042472521353034,-0.0009090277261408116,-0.011194815186815924,-0.001116954493613062,-0.008508118087111702,-0.00127460738880572,-0.006194154141907644,-0.001387069582495154,-0.0051608395734269365
0.0,3.58671458507014e-05,-0.0033530105678052074,-1.964046905833492e-05,-0.001032537364214373,-8.062536648516597e-07,0.0018393494055791342,1.4097558622767366e-05,-0.0007915273980656771,-9.062545361469118e-06,-0.00032000422975975287,-9.536757513514399e-05,-0.007158110825847675,-0.00028036988542023907,-0.010618706934056373,-0.0005101328126276243,-0.010034652824469975,-0.0007124221944027943,-0.009970934217195068,-0.0009098184284354419,-0.010185434497821864,-0.00114306262618217,-0.009263447955860132,-0.0012718382991589847,-0.004842498797136017,-0.001347915658557778,-0.002807483433819338
0.0,3.625408970849397e-05,-0.004349455256038553,-2.302028189998901e-05,0.0003432775735620527,1.6895434402900902e-05,0.0007416014223590809,-8.018940052421254e-06,-0.001125020709005508,-6.847669654010423e-06,-0.00012496395339717557,-8.561692017209945e-05,-0.006823398957492819,-0.00028020189288778074,-0.011306187513369486,-0.0005091326480805448,-0.00988830625283377,-0.0006981500732614817,-0.009521077462183761,-0.0009317605413654697,-0.011310203686298901,-0.0011461172341071782,-0.010088529728657545,-0.001276391173205113,-0.001517029219932874,-0.0013214433539920278,-0.003282463473724207
