‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,3.1118013313671103e-06,0.0005353464301473485,2.1064491682436638e-06,-0.0005353557356753329,2.534418183614793e-05,0.0017937679834641141,4.740149873112403e-06,-0.0028202172861672265,-1.639878902786285e-05,0.00015032259895444246,-2.15019299948603e-05,-0.002529883568680528,-0.00011970329939747113,-0.005831330326883055,-0.00025379605473887986,-0.007540162906448873,-0.0004475279511149596,-0.010444507137518069,-0.000675155332589693,-0.012113425460631022,-0.0009287007209724678,-0.010537925727663731,-0.0011140740996653754,-0.007895298867409837,-0.0012521407632591153,-0.005876460533655504
0.0,-6.106762558410498e-06,-2.490689141357846e-05,1.338254099494855e-05,0.002142234778796996,2.221634445907649e-05,-0.0013527943672596954,-3.1736590186729037e-06,-0.0013500241724641628,-2.3050791430342334e-05,0.00010966853688824569,-7.122250106955452e-06,-0.0011302443620212167,-9.40388331964406e-05,-0.006202759960266431,-0.0002465926338349736,-0.00814113560610426,-0.0004341738168076379,-0.010809278628130178,-0.0007014029148415729,-0.012736417944752861,-0.0009175807163738235,-0.009652804583493933,-0.0011241146235816573,-0.00878578160747791,-0.0012831685169711721,-0.0072604019037192415
0.0,-3.871282902550553e-05,0.004445959747842366,2.803364360774509e-05,0.0009994853162250687,2.0706902435467477e-05,-0.0016915241316440362,-1.896925304997057e-05,-0.00020220796199969983,-2.79393360244396e-07,-5.3919111161527e-05,-1.2619275517402516e-05,0.0006406942358561798,-6.295086809384171e-05,-0.007356306412702799,-0.00023276476243277392,-0.007506259232380909,-0.00043780898484520927,-0.012993523470664046,-0.0007070948660274766,-0.0114727634613477,-0.0009232335496508916,-0.00957107075746588,-0.001121787255816499,-0.009957533051494901,-0.0013276157887006366,-0.009703415241355332
0.0,-4.389014135379462e-05,0.004375182310859973,3.731287968874013e-05,0.0021747377431820397,9.048406707902449e-06,-0.003130779729887827,-1.4027208523164664e-05,0.0005772043701775416,1.941459787506465e-06,0.00025869644385156996,4.020873670717121e-06,-0.0023275134872254182,-5.169238858854021e-05,-0.0027773631884065995,-0.0002053415844744099,-0.011802118638853897,-0.0004526983968994931,-0.011638246840613438,-0.0007048505534309075,-0.011938627049103872,-0.0009289359526860253,-0.009448367122723948,-0.001121409368625885,-0.010351987911425407,-0.0013742969769115867,-0.01297450865897795
0.0,-3.7065322030452914e-05,0.004582318147807917,3.155462214576025e-05,0.0007286986821818949,8.432523993354649e-06,-0.0018575378217240267,-9.89546212756459e-06,0.0007292156530858738,1.1620197174082858e-05,6.0736960168773356e-05,7.4042501940192555e-06,-0.000378148699258358,-3.815491000474822e-05,-0.004201451197697646,-0.00017856860477493872,-0.01125299367611525,-0.00046946354449476534,-0.012606237703412565,-0.0007004472807204287,-0.011829976237184051,-0.0009277963509628669,-0.009165042401955117,-0.0011332484184489987,-0.011413196593655795,-0.0013991435067229152,-0.013410404664817395
0.0,1.5482803021974662e-07,0.0005489046825493681,1.2732473851058195e-05,0.0005704423691047515,1.0114766178873652e-05,-0.0007439243033606688,3.5744407662729728e-06,0.00021217124662460923,8.21480613452291e-06,8.562844068654524e-05,1.18296298213232e-05,-0.0003935222048854066,-1.272878451007415e-05,-0.0036957072218902344,-0.00018353214286307484,-0.010881917906559641,-0.0004528582719623508,-0.01550087414127994,-0.0007153489761891006,-0.008338298407929708,-0.000914817166947616,-0.01179052997470538,-0.001154727224171452,-0.011481258250141641,-0.0014119623442467601,-0.012769689990580403
0.0,3.510598556595563e-05,-0.002732471655572977,-6.674329718144997e-06,-0.0004639904984277387,1.1772288360765631e-05,0.0013252085160716705,1.8673125229293602e-05,-0.0007022912970561846,7.341996217342297e-07,-9.682917520094741e-05,2.391639653342776e-05,0.002037655113808331,-5.949116703266436e-06,-0.0052712311661764965,-0.00017425721516408437,-0.011637225712607469,-0.0004479693301023471,-0.012991789978048287,-0.0007176655769032574,-0.01165642637728767,-0.0009065695860220085,-0.009620473736470537,-0.0011799791647927951,-0.013758958646944323,-0.0014097261951622894,-0.009619162865580132
0.0,5.302396699502243e-05,-0.003978645829340018,-1.637773019804543e-05,-0.0016608942077319605,8.803764235634158e-06,0.0031371118117923306,2.9065031190925433e-05,-0.00192741793163289,-9.912673589042052e-07,0.0001892062207590319,3.541995858725433e-05,0.0006199197854884875,3.5888920393532382e-06,-0.004581002965701893,-0.00017558069542395616,-0.011191111497726636,-0.00044233033466508016,-0.013934822782637146,-0.000698042451625389,-0.010907668883537273,-0.000929743606684094,-0.011097155388289582,-0.0011793919225092358,-0.013224560482020807,-0.0014491875027230205,-0.012577458854273199
0.0,5.7668899276851916e-05,-0.004391740201852168,-1.6863071086134518e-05,-0.001460157833540858,5.074765076417003e-06,0.0019483632779876577,3.0462098512943043e-05,0.0003441327626242526,1.4485939508533263e-05,-0.00014182732399116855,3.7891588614644236e-05,0.0017926225428900205,4.374786573244907e-06,-0.005513446893480831,-0.00017249818261241308,-0.011528536786797442,-0.00043400936085955216,-0.012214537611737719,-0.0006809792639113717,-0.011954238510110215,-0.0009496922807747426,-0.013247035386914668,-0.001180640284341034,-0.010672070388581159,-0.0014967642373095544,-0.017848374057779483
0.0,3.982393195709104e-05,-0.0026753233381842517,-2.3272225870767456e-06,-0.0009966594169230326,-5.3388557508950144e-06,0.0011507807579648156,2.3788928796375947e-05,0.0007345737782762434,3.194901551293113e-05,0.00012012047530397074,4.036282156075915e-05,-0.0002051072944868605,3.753401959347295e-06,-0.004662734674044246,-0.00017628428755436248,-0.011442592977567998,-0.00041624454899739515,-0.011028848134959511,-0.0006713482097443443,-0.014573066186516275,-0.0009555345534509705,-0.010817151605461473,-0.0012052774570975784,-0.014461807677733782,-0.0014779769431845767,-0.01179127008132273
0.0,1.0937790192802381e-05,0.0009636201765665245,1.2878949456889372e-05,-0.0013261861190341465,-1.0683918152741188e-05,-0.00016548402070382443,1.3948601839893986e-05,0.002042419279505883,3.555835036521226e-05,0.00014018275313164852,4.724398330250305e-05,-0.0007041611536507183,-8.408573467449542e-06,-0.0049398107681939704,-0.00017783974610510508,-0.010197763103132713,-0.0003887779498528145,-0.011527010918899206,-0.0006779488925191413,-0.0136749988697995,-0.0009457892094105467,-0.014195970402393399,-0.0012336302107585784,-0.01188977304288725,-0.0014885924041957601,-0.01288265336895634
0.0,2.0486116552729324e-06,0.0012494018606772482,1.9477957055234945e-05,-0.00017078270469561522,-8.918193400402033e-06,-0.001535044248391289,1.9956001444116746e-06,0.0021604520254557124,2.6797658903344193e-05,0.0001270311099874339,5.012265031684236e-05,0.00047629693568907903,-2.8484347649991145e-05,-0.0076030768232073845,-0.00016383358818770373,-0.005824728866712161,-0.00038467141163510963,-0.014375103264532046,-0.0006582714062400544,-0.012800228730738952,-0.0009563326083466498,-0.014663124380617856,-0.0012529399595674305,-0.013468548749766733,-0.0014870233257990371,-0.009944748694584749
0.0,2.4725082212453076e-06,0.000836859278138196,1.7580563301582257e-05,0.0001438436934561078,2.4295231629437717e-07,-0.0009563207857912414,-1.183397436744942e-05,-0.0001426659884287999,9.592897389045407e-06,0.0005568347722931313,4.551682561973169e-05,-0.0018281957991800337,-4.3033621846251175e-05,-0.0039699705998607095,-0.0001585977867764373,-0.008730629058528835,-0.00036934973065005775,-0.011314644205987524,-0.0006500085156981695,-0.014571469706840277,-0.0009621643264808266,-0.01583800420158059,-0.001265046866947475,-0.01243512704649871,-0.0015150478546011475,-0.012052311470608005
0.0,8.629580284966769e-06,0.00028021820821150267,9.42718784281519e-06,-2.6435368432379183e-05,1.2632523133009575e-05,-0.0009407768105915542,-1.9651313476100836e-05,-9.145269817012653e-06,4.086364409138113e-06,0.00012101537733871468,2.905283933497715e-06,-1.574899507814434e-06,-3.36497740252363e-05,-0.004403097836789849,-0.00016318400439527012,-0.007667432547351812,-0.0003576943095744431,-0.01092374257354119,-0.0006336942069523306,-0.016045882222203184,-0.0009756002129903755,-0.015083138671831581,-0.001270588153700176,-0.013840126395580257,-0.0015414831901694758,-0.012453393026562107
0.0,1.6403090163920376e-05,-0.00145004876659457,9.269682399780794e-06,0.001222200681710598,6.92010937750563e-06,-0.0015702180567448252,-4.475073750260621e-06,3.476731379538532e-05,-1.7496520380064316e-05,-0.0002366065290230884,-3.1694970740073996e-05,0.00047814402430006284,-3.101734240809518e-05,-0.003102859921965459,-0.00016661625828825539,-0.007536425934343541,-0.0003419419934212664,-0.010897937490068038,-0.0006288050863381442,-0.01602293782140453,-0.0009776543843694543,-0.01624377512890945,-0.0012775938335850589,-0.013402722122963711,-0.0015796992846887213,-0.015220039786434441
0.0,-3.666891687441979e-06,0.0024093527823742765,1.4165957576965515e-05,-0.0016792773994710696,2.8198618360159136e-06,0.0016402841665457187,2.820382791361648e-06,-0.002439523238847157,-3.3293866949684176e-05,-0.00018049295712963922,-4.455551506197658e-05,8.652720996108843e-06,-5.4752793539576816e-05,-0.0015714235014176719,-0.00014830507258070858,-0.007984283446113351,-0.00033888917403259377,-0.010108973772607582,-0.0006256412151515291,-0.016829080812241447,-0.0009693931680924387,-0.015914806809818313,-0.001293153316858363,-0.014941819029870464,-0.001599157199938039,-0.014647583993613017
0.0,1.7801603728242184e-05,-0.0011217558963766492,5.020942135633358e-06,0.00026106928366060396,9.573708782797882e-06,-0.0001587733647100914,1.0488742434490605e-08,-0.0012179124208875586,-2.93287533089628e-05,-0.00023418349598819708,-5.3581395552604953e-05,-0.0013949091206435507,-7.856510197780783e-05,-0.0011164404588510442,-0.0001330889030366648,-0.00530999043773977,-0.000337146564925302,-0.01335283929529684,-0.0006209058011790584,-0.014464406666572133,-0.0009618099890825616,-0.01672577288690956,-0.0013061588359420408,-0.016701773472707796,-0.0016207068457963002,-0.013971538171704032
0.0,2.6214127798340534e-05,-0.0023834057513741134,-3.137635737981362e-07,0.0008349476285618028,1.8069673245043024e-05,-0.00082218954454861,-1.3409388649852342e-05,-0.0004594644233932932,-5.1419932170080844e-06,-0.0001495023323159439,-6.167751582358027e-05,-0.003120883579129465,-9.626175020997706e-05,-0.0005176620700262098,-0.00012943225938249583,-0.004644916302116508,-0.00032548580868513343,-0.013365085456281494,-0.0006278209582260908,-0.014098294703013744,-0.0009450969516402376,-0.018333647931782444,-0.0013174703869560497,-0.015556209602979801,-0.0016653209845491005,-0.017926170173694154
0.0,4.8100153844319356e-06,0.0007455602490026784,1.1325504042636157e-05,-0.0003530062611436296,7.2183400058411725e-06,-0.00016149731364832143,-9.258963954393986e-06,-0.0004764088989860865,4.430391963147996e-06,1.9702565383739076e-05,-5.827390231934801e-05,-0.004927929721749666,-0.00010706850996450285,0.00010627432620969018,-0.00013686202976348293,-0.00440495989846984,-0.00031926141831189325,-0.012589351519424984,-0.000616418633828246,-0.015826609951052933,-0.0009469646120164399,-0.01521317215361503,-0.0013213997784281106,-0.02045810682638824,-0.001684923387012763,-0.015279040775232622
0.0,-5.72868773789078e-06,0.001749358991746135,2.2192932166616886e-05,0.00013450821979455818,-1.0123158477169114e-05,-0.0015411174629853528,1.0157841482289423e-05,0.0016195167652323698,-2.7826249323367863e-06,-0.00041712356973159755,-4.87311149859439e-05,-0.0028737027954927464,-0.00011184103688466267,-0.001884923923339777,-0.0001542735724841987,-0.004478557335643975,-0.00030910598679165094,-0.010637824477832278,-0.0006083315846452226,-0.016073879256559405,-0.0009482486418206282,-0.017543184882769368,-0.0013153281149019403,-0.017992391066706453,-0.0017564936438887956,-0.02309647933176482
0.0,-6.460439442764775e-06,0.002587896534557329,1.9293649771017502e-05,-0.0013095253353657998,-7.359994877849938e-06,0.0005498908833221302,5.79921071329105e-06,-0.0003168512168007871,1.1040859503192823e-06,-0.0001414426258136214,-4.310524675076611e-05,-0.002541791081966354,-0.00010008771319045734,-0.004368734385667616,-0.00018073342854504565,-0.0023761795159845805,-0.00030919350990835624,-0.011084717532417961,-0.0005858757494278519,-0.01590788047599524,-0.0009532356779382671,-0.016999268327165265,-0.001319387538816562,-0.020329309050188323,-0.0017827804102691388,-0.022862458750507974
0.0,3.0284023474841052e-05,-0.002377456056422623,-1.4677961660319857e-06,0.0002354969148747361,9.549725468584103e-06,-0.0006081267581973854,-2.9487300742946238e-06,0.00011276851668476296,-4.093026047406455e-06,-1.178895754375871e-05,-2.1116094366426524e-05,-0.002825913466133073,-0.0001017382415364297,-0.0034532252310152094,-0.00019648017140499988,-0.006185392493060622,-0.00031174822037801655,-0.006472912487905848,-0.0005782629620038343,-0.0174138875380993,-0.0009340107049177291,-0.01766200209580885,-0.0013431562048765143,-0.020781020574059852,-0.0017915554146886287,-0.0219957350860318
0.0,4.175419650186495e-05,-0.003677190366486929,-9.056402722113906e-06,2.4476637626528834e-05,1.6369170550226027e-05,0.0005380635429917157,-9.832887550855709e-06,-0.001279957026350746,3.505083744896368e-07,0.00016194606801343397,-1.3576107375508326e-05,-0.0018706870876205,-9.338360224987493e-05,-0.005846666456451416,-0.00020703954614696826,-0.004408103992416515,-0.00033098937224091156,-0.008502478557310131,-0.0005557987910874582,-0.013856166031374705,-0.0009250587567863375,-0.02012648792879149,-0.001363424535515368,-0.02177800703072429,-0.001793876973307135,-0.019826587538675628
0.0,2.346938747156511e-05,-0.0011118836986012096,2.1858749862567274e-06,-0.0007309558361573148,2.1176810943556703e-06,0.0005713395585033288,4.231167355932219e-06,-0.0005908165360717521,-4.866018535049205e-06,2.7675583558083764e-05,-5.410292941280255e-06,-0.0013187511429362056,-8.96738404487732e-05,-0.006026350750665031,-0.0002099791666112689,-0.00556747298054853,-0.00035022835785347044,-0.00795626129932159,-0.0005440759899444263,-0.011844454787536759,-0.000909948433544119,-0.022915961949630578,-0.001380642984072935,-0.02065880101154146,-0.0018135799930488019,-0.02122461248493754
0.0,3.7091542053893575e-06,0.001360395726829871,1.4908327670165254e-05,-0.0009974973481600344,-1.1531383488594003e-05,-0.00018537847727573324,1.4858707408981132e-05,0.0009201564861659094,3.2717187886913783e-07,-0.00012284404251604642,-7.4717214003282554e-06,-0.0019313541675043408,-8.117297076258935e-05,-0.004442202606638077,-0.0002138077159104284,-0.008284352418766747,-0.0003642809934555183,-0.005727386504321732,-0.0005388775664283644,-0.013000587393907128,-0.00089980007513059,-0.021169506571327143,-0.0013906173814515067,-0.023566329442678453,-0.001823199077149935,-0.019265283791931695
0.0,3.5351654043385293e-06,0.0011613876090232665,1.4318525076466355e-05,-0.0008181669341580588,-6.588638752531168e-06,-5.5940092000706894e-05,3.553957852541829e-06,0.0008932358558621471,2.3121668628397143e-05,-0.0001066917566287052,-2.134413768046436e-05,-0.0019073611179296064,-6.67488143488349e-05,-0.004966294612970299,-0.00022225255802704508,-0.00775142308247593,-0.00036634256133876494,-0.00688136304857372,-0.0005441459303721546,-0.011711442085502167,-0.0008991603815391728,-0.02145755995711463,-0.0013800966364627498,-0.02392360959140539,-0.0018725516449941187,-0.02337866439820067
0.0,2.280509260693531e-05,-0.001924656692208547,4.163543121905002e-06,0.0007934117643713043,2.9401275860436166e-06,-0.0016074126359312858,-5.026596286162233e-07,0.0016676265110111667,1.5617233844442572e-05,-8.351453092208661e-05,-7.687009137458805e-06,-0.0020958149361946584,-7.851757783739125e-05,-0.004748116837505773,-0.00021445494092483662,-0.00793764123465055,-0.0003660328911287885,-0.0069853812452608565,-0.0005602694199675957,-0.012136384202671088,-0.0008973561985188833,-0.020562186740621824,-0.0013657565995150705,-0.024063725602234208,-0.0019270963937810122,-0.02857312390732796
0.0,1.3664759872854855e-05,6.419088482331509e-05,3.3083795408765917e-06,-0.0010992304057501816,6.568345920188289e-06,0.0010022774762789765,-2.1563923855285075e-06,-0.0012540767034344615,-9.669369564561076e-07,0.0003211318702552791,7.781019649433445e-06,-0.0025030168977737254,-9.294130470171312e-05,-0.0055238495379867,-0.00020280084825727605,-0.005817168005134205,-0.0003660803782693994,-0.00894657438741567,-0.0005764405379448781,-0.013159247872209458,-0.0008976826820927829,-0.016707374533438023,-0.0013586426122060098,-0.027929834284662648,-0.0019439981567693668,-0.027477515760939788
0.0,1.813959951959681e-05,-0.0011373857521961087,2.7997066691961584e-06,-0.00010065478276305396,5.4270622327471266e-06,0.0003334565954098849,3.831982495364365e-06,-0.0008181817147127231,-8.047899113164395e-06,5.331330713568503e-05,-4.087241948420688e-07,-0.0010721600373224617,-9.174489138552151e-05,-0.00614344416876367,-0.00020330080481209374,-0.0051356557620825345,-0.00035010369456504165,-0.010294181878305398,-0.0006083243466295102,-0.011866468850779908,-0.0008894789375956284,-0.018503307965638215,-0.0013559161830906464,-0.025332332060922485,-0.001978665295858262,-0.03249620655227926
0.0,1.4754550260831244e-05,-0.000980311182824848,4.1358729047282176e-06,0.0002916061786670112,5.856199685724959e-06,-0.00046907633083017605,4.5190023842397235e-06,0.000365169252800473,1.2350078534155476e-06,-0.00020489153576709748,-2.5994262479366264e-05,-0.0011829976013412278,-8.071115678851555e-05,-0.005287214951100306,-0.00019816350020173434,-0.00483855416619796,-0.0003559610428304655,-0.011358534569195536,-0.000609307358091817,-0.012654835460614064,-0.0009025095894508498,-0.015773449587701657,-0.0013604635781383722,-0.028587717553802926,-0.001955471973676606,-0.027661904902821787
0.0,-1.3156656865704189e-06,0.0013658962445519047,9.83710163902636e-06,-0.0007235467766141749,4.296318152543509e-06,0.0003706167107908216,3.7811159202507957e-06,-0.00020469172239842147,4.829136217618976e-06,-6.164553400245176e-05,-3.744874194465615e-05,-0.0034445822143105535,-8.322341560540507e-05,-0.0011016219723832459,-0.00018178476509291526,-0.00915929072744488,-0.0003681482622696101,-0.008245780000362742,-0.0006076917321341014,-0.014080824740993375,-0.0009153659600514389,-0.0176125418852201,-0.0013679187995466954,-0.0248428424685112,-0.001954074435459223,-0.030006775074286247
0.0,2.377099849715866e-06,1.0605151505866268e-05,1.0797757743758382e-05,0.0006772939680876053,2.96023170165426e-06,-0.0007116786683221402,6.729280024638019e-06,0.00030302251148280735,1.5470201533862482e-06,-0.0002194901922814389,-4.6734947629646706e-05,-0.002755500601852063,-8.218734616313892e-05,-0.0018671971672355305,-0.00017039189595893222,-0.007105202448122984,-0.00038344994213203824,-0.011299018652114965,-0.0005912624276387588,-0.011734807558379608,-0.0009428276786437953,-0.019532974410718183,-0.0013790550530017721,-0.023911409019583784,-0.0019158290127938055,-0.026328614123477073
0.0,-1.543423408336304e-06,0.000906447880219958,8.41377509519933e-06,-9.0542769199047e-05,8.609607667992468e-06,-0.0001459297406709318,3.4258454095225416e-06,-8.95329686474094e-05,-7.708141860296181e-06,-0.00031162382564458473,-4.2431587759711806e-05,-0.001300058906997367,-8.378236290967672e-05,-0.0027295946141579863,-0.00017322824438206725,-0.007336654657129778,-0.000371181493102283,-0.010386857595310878,-0.0006050968614277085,-0.012590651243267682,-0.000946924746738949,-0.020884535306267066,-0.0014071196674444889,-0.02174327333944423,-0.0018600612070746637,-0.02190547109576746
0.0,2.589117361246733e-06,0.00010246903065170831,5.843479961172898e-06,0.00017484141689573586,1.2675731660854371e-05,0.0005655682432635408,-1.9603499648700384e-06,-0.0020257184746898917,-1.7101382491319065e-05,0.00013561623234996788,-3.067641253468085e-05,-0.0024917287658052234,-7.925796671124354e-05,-0.002644717409159281,-0.00018941219228801596,-0.006856687389077306,-0.00034932386630304673,-0.009980654086947436,-0.0006185509519045602,-0.014752450434315889,-0.0009616794680546185,-0.01965072670419245,-0.0014267944890870212,-0.0217941812812711,-0.0018012091306298234,-0.01599650105774297
0.0,8.09891780867289e-06,-0.0008677106352055101,2.480077423270943e-06,0.0009165065689325457,1.7157143138123606e-05,-0.0007426654544651685,-6.207727264819932e-06,-0.0004971049959255536,-1.4210615585110634e-05,-0.00018767169885825521,-2.2829667372881314e-05,0.00027097368477881225,-8.191670185006486e-05,-0.006237579895390639,-0.00019173035850161103,-0.004403897117327506,-0.0003432538845176844,-0.010343032558742714,-0.0006151951435547617,-0.01623867985876111,-0.0010022103111893632,-0.019963825472651176,-0.0014170643669634258,-0.01911910845435276,-0.0017946503442878845,-0.01768335679612543
0.0,-4.500044325297235e-06,0.0008253410566487639,9.895800788457012e-06,0.00039209948063975,1.0403669592067353e-05,-0.00033891392705523286,-5.977378366954017e-06,-0.0009328100709634085,-8.257982185861789e-06,0.0001821467274168381,-8.642221417386878e-06,-0.002300290362471317,-8.61199099004248e-05,-0.003986194038975664,-0.00019405531867205725,-0.006207015791132708,-0.00033480410014508495,-0.009140117484797908,-0.0006189504648514218,-0.017600730201916687,-0.0010411644594420337,-0.020599722287224325,-0.0014011996327136585,-0.01612549393222431,-0.0017998512007977752,-0.02085303344189665
0.0,-1.3764687764207345e-05,0.0020950985424923758,1.6307610379020464e-05,6.0864117195140764e-05,2.501468098052566e-06,-0.0004905139361144029,-3.1767052207810765e-06,8.670349358755273e-05,1.0473176695820606e-05,8.381847368617087e-05,-1.0964271634074804e-05,-0.002369282838206682,-8.569803697446748e-05,-0.004578828406931378,-0.00018701343342395044,-0.0056491998470482195,-0.0003364743267072136,-0.00872683201733945,-0.0006314837492094553,-0.020789892644606418,-0.001058025604104393,-0.017032964499206115,-0.0014068071698839122,-0.017779232751587392,-0.0017568854367699762,-0.015980577436917817
0.0,-4.964236121770694e-06,0.0008574295646773755,1.403308123766514e-05,0.000759579154392674,-2.469211442087697e-06,-0.001927903902474822,6.242567834336423e-06,0.0023531750892438943,1.9228133641520345e-05,-0.0002003925678275945,-1.5045875525590162e-05,-0.0024843331322088567,-8.077525955976948e-05,-0.004200671752316809,-0.0001844522812351052,-0.004973999704346553,-0.0003292235575143418,-0.011614569945724414,-0.0006668139611617772,-0.018005078135849235,-0.0010522308040072641,-0.019649281413831463,-0.0014179911154266456,-0.014640513974836903,-0.0017341245625465314,-0.015953389518738287
0.0,-1.3307069341568442e-06,0.0013745009981356172,8.875593428430914e-06,-0.001043848527413619,-2.3048647345427786e-06,0.0008428794826654577,9.555892496353668e-06,7.459668013991538e-05,1.791009910980309e-05,2.7745668849068368e-05,-1.2120025737764441e-05,-0.0028318246216806225,-8.429820809422211e-05,-0.003960016031906807,-0.0001620176118621266,-0.004239137840912365,-0.00035117558316353836,-0.014351197372777638,-0.0006820831954468086,-0.016727071183109704,-0.0010556436752779967,-0.01830633083449775,-0.00142546405407914,-0.01636147113761124,-0.0016932068556324475,-0.010857791457704859
0.0,2.6960045536495005e-05,-0.0023340745394261576,-5.48937411110697e-06,-0.00018630369754592927,2.6778601560523374e-06,0.0007233447545390652,1.6475570371459638e-05,-0.0001445371529762541,2.661987080232162e-06,-2.335268023220427e-05,-7.93705628900625e-06,-0.0027245343534130365,-8.477195973715142e-05,-0.0019328482138108829,-0.00014081857213068258,-0.007419002104258282,-0.00037715352196772336,-0.013040355191724601,-0.0006976433373355132,-0.01741102429396899,-0.0010610263021090503,-0.017958554743262786,-0.0014182636123247195,-0.014767932713026552,-0.0016974310971005122,-0.01303712357341781
0.0,3.7440141033520136e-05,-0.0031402646624310447,-1.4839101394282278e-05,-0.0008020312400298026,1.0540624293317443e-05,0.0015688719853968476,1.2592446080026474e-05,-0.0007294320689616284,2.874766141346732e-06,-0.00011267661596823409,-3.021489944550772e-05,-0.0019639924239822806,-4.922259815448615e-05,-0.0017669262351645927,-0.0001519082335570016,-0.00738023978330373,-0.0003914020605325965,-0.015540854386888792,-0.0007101405661374976,-0.015459812014223216,-0.0010770181925144058,-0.01765687818594197,-0.0013976632621727594,-0.014583836861835918,-0.0017136100236723624,-0.01541037620222532
0.0,3.0414286716996283e-05,-0.002499985858227742,-9.922711186552443e-06,-0.0006358868078294006,6.4105062983428735e-06,0.0013141335717382632,1.4296092214806739e-05,-0.0005469288800524971,-6.327619791447184e-06,-0.00041828619932172164,-3.630813431503609e-05,0.0008081527793131822,-2.7196847054251453e-05,-0.0023692546246443496,-0.00015903655214251513,-0.010190183778086026,-0.000403004901346686,-0.01276344376961923,-0.0007355284794831476,-0.01810680566366316,-0.0010745891105329293,-0.01492005025102425,-0.0013884416954865462,-0.015123075672590929,-0.0017182912634568258,-0.016340928006928095
0.0,1.0006581547517757e-05,-0.0005258823177761059,3.993098293815373e-06,-0.00019564216477956819,-2.7333461429675374e-06,0.0006530784713961594,1.2732085056629027e-05,-0.00120303704671865,-2.3318066721566385e-05,-7.420299717711805e-05,-1.4707192020047842e-05,1.6794710718348664e-05,-1.963345893873647e-05,-0.0017158852949969948,-0.0001652859181146043,-0.01107172572616814,-0.000418098040193881,-0.014029811282481918,-0.0007538182019953612,-0.016864223596049378,-0.0010752351525097153,-0.013703309140815939,-0.0013799371747333271,-0.016435755670620188,-0.0017140648711690167,-0.015454115183018896
0.0,-1.2105517895365953e-05,0.002558894883016218,1.0691356983915611e-05,-0.0009886199059399084,5.291901005987117e-06,0.00013566275222583554,-1.240039939590891e-05,-0.0006636074479093903,-1.1592165976431487e-05,-2.1005857238684974e-05,5.856967653387708e-06,0.002060483608477761,-2.319055747956584e-05,-0.00551227246197678,-0.00016053532885196953,-0.008694397193806372,-0.00044430844037939054,-0.01660846690914465,-0.0007663390895226257,-0.014405193466705222,-0.0010720997093294435,-0.01504155191979012,-0.0013746452143367143,-0.014530955993931649,-0.001721748542473922,-0.017958463304356607
0.0,-1.7461128233791655e-06,-0.0008278903652155508,1.3443801132001707e-05,0.0026480604806810547,6.776887673713757e-06,-0.003287546282152495,-2.803081460304948e-05,0.0005056647406007029,-3.590750743702064e-07,0.00048804807374704893,3.1781598371579587e-05,-0.0010962648906809494,-2.4441059215348677e-05,-0.0034519840275511115,-0.000170023118600804,-0.011044218189004022,-0.0004597139698862168,-0.016045342651019215,-0.0007812943335554772,-0.013880416708689856,-0.0010645580289931544,-0.014267452295578785,-0.0013791365309195258,-0.01550332396128684,-0.0016990979455580757,-0.01525675015018362
0.0,-2.944332526420233e-05,0.003976464788597648,2.2299974015748937e-05,-2.522148330591255e-05,3.905587527737836e-06,-0.0017941477532220198,-3.496539680365643e-05,0.0007698264703207608,2.151158750264008e-05,0.00041019158101977815,3.4547516109878847e-05,3.829924988671663e-05,-1.591992471876347e-05,-0.005195862888823023,-0.0001857580080658356,-0.011842178044336625,-0.0004770192287853319,-0.01460978977779773,-0.0007865112147430551,-0.014752318704211917,-0.0010645675841158232,-0.012906989751861973,-0.0013805137294152243,-0.01640237006066568,-0.0016793531675192194,-0.013033881883595718
0.0,-2.3284355596517004e-05,0.002777718356924222,2.5889241233061744e-05,0.0008854080787938255,-1.4605306032994119e-05,-0.002806176662909439,-5.959149116988211e-06,0.00238412174244156,1.3337748743540572e-05,0.00010400434404658234,3.8200254522722736e-05,0.000700931564477013,-5.436609545807441e-06,-0.006059687928814427,-0.00021208463565564915,-0.012025781049123739,-0.0004879329334331784,-0.014941589432131032,-0.0007861619758942456,-0.01285607710897789,-0.001075535113017373,-0.015258235530677216,-0.0013693284887010915,-0.013435736201348842,-0.0016936210013890173,-0.016896520481637683
