‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,40000.0
simu_time,0.075
qty_x,11
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.01
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,2
sampling_length,3000
vec_length,24







0.0,-2.943525634042159e-05,0.00021845950300416965,6.386220630967364e-05,0.004665663451280113,0.00011452510330203147,2.1782203987969558e-06,0.0001323116139980109,0.0017526751196763482,0.00024742318157392206,0.009011121841309273,0.0004676581448715169,0.010985141184981787,0.0007595308608762952,0.01306443128776949,0.0010403912819233112,0.011920414433577147,0.0012926916706095574,0.010432542363306608,0.001539112951447045,0.010530452563887939,0.00174762863211002,0.01054822361702903,0.0019021697787793414,0.0032876104077029884
0.0,7.808023603065575e-06,0.00013000174921281937,6.321856696659014e-05,0.0037015235182766633,0.00010503665083521621,0.00137545938248339,0.0001640934480286444,0.003969172988299181,0.0002776563601041866,0.003347527409056429,0.00043476020445232716,0.012341377560859719,0.0006904852570555649,0.010486350289412515,0.0009957292702478032,0.014032813458570015,0.001309806213979592,0.014003017691608744,0.0015635984510937759,0.00956232353146558,0.0017836358116272764,0.01099729256182093,0.0020273618421597357,0.00991112687844495
0.0,-1.6169624124375398e-05,-2.6641842051403263e-05,-6.675872690158493e-06,0.0011678354656090347,7.144962299562883e-05,0.006484330194493424,0.0002169662037743561,0.0037934401057867274,0.0003059211393326272,0.003482046463402458,0.00041818197520168194,0.008684235082214713,0.0006512720805862595,0.011062405440391,0.000946269870110988,0.01587038648858543,0.0012781133510747834,0.013809319268875981,0.0015712971615234003,0.011772872778821322,0.0018724992298193566,0.011041051749146564,0.0020865235139631076,0.009678690971518735
0.0,-6.084066170943899e-06,8.0935066148692e-05,2.2983910373111565e-05,0.0012790017339147468,7.137190809457918e-05,0.00397148682305906,0.00016757771498748954,0.0053753398583757574,0.00032411214897082444,0.007635956136254626,0.0004679203930142986,0.004318509910426388,0.0006319953175520821,0.007980651411121384,0.0008792381475266018,0.016545701532146306,0.0012394920881220826,0.015263174787095718,0.0015767465727385584,0.01429881680252069,0.0019266749741850327,0.015309073957446273,0.0022011590489233682,0.010117232691803162
0.0,5.495444053230241e-06,0.00018793761580840763,3.2600251501188344e-05,0.00029527561033078836,8.493478899615468e-05,0.002277786037206773,0.0001507087097524954,0.006364436519241322,0.00030874813634555753,0.004660276061664391,0.00046715111959495803,0.010690952653202256,0.0006696775412128167,0.007635170781365774,0.0008572143927916584,0.009568223070137829,0.0011660078677190467,0.016800927886301522,0.0015665605301645904,0.017518677623588875,0.001964405265226973,0.019165112238046532,0.00237405718722914,0.016617093451583204
0.0,-2.7057095834855356e-05,1.1810695889312991e-05,9.601421021624494e-06,0.002884888243928372,8.191528251992117e-05,0.0035745779446021433,0.00017095233456667188,0.0029721511756969493,0.0002957509465934001,0.00721054742923433,0.0004415104646643032,0.008409289548830103,0.0006637140353239265,0.0104734550977011,0.0008911012720458068,0.008573260651724077,0.001138253633147815,0.01354710838187313,0.0015055832746445267,0.019300458980375173,0.0020037257696301335,0.02528328145654843,0.0025353987346685876,0.021257030963579573
0.0,2.1111652983146214e-06,2.9640197530187757e-05,2.9065953243513e-05,0.0022712545587177157,6.847033160454901e-05,0.0028973361701219768,0.00016084926826471162,0.0043506236047736865,0.0003003173981265824,0.0071063758856239915,0.00044375232807791494,0.007171508664607902,0.0006314597697329108,0.006866943081147579,0.0008727645155631973,0.014399021587754567,0.0011546425353564102,0.012553421991366154,0.0015044309687897058,0.019231979206930736,0.0020191666253204913,0.025577009595428336,0.0026576305398868347,0.02923877638954279
0.0,2.101230881838993e-06,0.00016953116048166553,2.4467487039218e-05,-0.0005087529978828744,6.412069000654001e-05,0.004467716978405528,0.00017547882661296229,0.004856818849995359,0.00027163825629441266,0.003966767557676436,0.00044854652306217677,0.009779068182620228,0.0006211325810539041,0.007349121210369013,0.000824423448634626,0.011064879102677668,0.0011322110981762628,0.018451336272487705,0.001587666954431078,0.019207967645105822,0.0020884247929435534,0.02139845976241327,0.0025564134554417342,0.02130211072097554
0.0,-9.062746978518168e-06,2.700322356465263e-05,1.769962371508534e-05,0.001971780971535433,7.485070264956327e-05,0.0038117026475794863,0.00015595392315274486,0.004314922293442399,0.00028598787698487255,0.006075040306075481,0.0004272708819786283,0.004821480703389297,0.0005573809273063847,0.007981046420044602,0.0008165229630626614,0.015426942586875709,0.0011857272694789452,0.017398059889382114,0.0016497571938836302,0.021147791124256007,0.0021002093043026434,0.02025346958544127,0.002500840718807925,0.015363239768892215
0.0,-2.7035872224697614e-06,6.042117580854227e-05,1.711146527266952e-05,0.0011507913356155557,7.437135496123765e-05,0.004139838333423506,0.00016932879241435256,0.003600367922241742,0.0002786144398599738,0.0044130625587343614,0.00034605989708681,0.005072259514217535,0.0005359890220133402,0.01117908840659429,0.0008548757096752187,0.01633167923937959,0.0012556882186515593,0.017481461914461163,0.0016781400582600247,0.01898697855423627,0.0020677256729709765,0.019528082358736588,0.0025498093797823706,0.020955701011317177
0.0,2.8031269074417834e-07,0.00011952570929471218,2.481783218186494e-05,0.001229205902431496,0.00010540400576282398,0.003951814793801776,0.0001594292549239522,0.0006159139267650485,0.0001964412847981553,0.0031818572189851787,0.00030843272614592635,0.009107358478646172,0.000570401802717987,0.01382119144688871,0.000914476027628889,0.013081993256291169,0.0012663336080458996,0.020090638650410227,0.0016871110602534871,0.0166694024696836,0.002094388280774361,0.018082289421320424,0.002499493177237828,0.017954489665298536
0.0,3.1895220531388404e-05,0.00011458663226333306,6.046930437951229e-05,0.0026097418178362454,0.00010614769737734451,0.00020806604521522037,7.32235147497291e-05,-0.0004330691722693409,0.0001494748085161088,0.007269747313664763,0.00034325143702376937,0.008967690285601158,0.0005917745848061856,0.01115636538591939,0.0009395048356678494,0.01897088942339099,0.0013031649895318164,0.01604790305926365,0.001692260984100659,0.017172773480633223,0.0020941588992913636,0.017480412247186095,0.0024814940688572575,0.016909817657469864
0.0,1.1077277039608027e-05,0.00011845765247903865,8.763424497129031e-06,-0.0023571302239762787,1.851730028180601e-06,0.0038618086537769037,6.64317675354016e-05,0.0007238516405740752,0.0001453844697309692,0.006214067693226511,0.0003468911520796202,0.010563662275069968,0.0006325145386126864,0.015295046929852951,0.0009592154025226982,0.015328766865627237,0.0013232403149575581,0.01568121528571642,0.001708878388254589,0.016130907861852648,0.002083405272293059,0.017185309187361945,0.0024738771806537864,0.01737600565345948
0.0,-1.5295304755374926e-05,-0.00021138651455335043,-7.232377958907495e-05,-0.0028893014297332264,-7.210135191112975e-05,0.0035447649121129773,1.9112884315666958e-05,0.005581458035556698,0.00017880673075268432,0.006334001996891695,0.00037971494558795854,0.011109429087705099,0.0006382117553602909,0.014247623897650451,0.0009970879171616051,0.01496538557262778,0.00133573596526787,0.015451314784274348,0.0017182679486497149,0.017008390254775668,0.0020735202733070624,0.01674356978217226,0.0024578842494587506,0.016268491300698375
0.0,-9.305628765071577e-06,-0.00014880553329668037,-4.8569250587997674e-05,-0.0018674391005686784,-9.483561563651605e-05,-0.0020563305714789283,-4.31685547135909e-05,0.006437583648428937,0.00017749907258572832,0.013067454518643815,0.0004333523809298827,0.010029008020111068,0.000677037223220989,0.010958901514225084,0.0010066871657035386,0.015503130518215632,0.0013415817834605591,0.01654358170514079,0.0017304460385378564,0.015699804142224723,0.0020645581499591664,0.016206290206880518,0.002442436541421623,0.016184736835645835
0.0,-7.6281223274738955e-06,6.670255383155761e-05,-2.960762339249303e-05,-0.0041365469560145415,-7.811216581095362e-05,0.0008829466089640807,-1.3343173469470487e-05,0.0033004730987052306,0.0001357829537235607,0.01165802895246555,0.00042337352582770814,0.014531662212669195,0.0007575151007079887,0.012956096534310763,0.0010351985052270947,0.011440351221664098,0.0013332921307078807,0.016637757898492592,0.0017207171722451303,0.016192583105731254,0.0020712451923989962,0.013578726157519875,0.002425803431889831,0.017589707949308444
0.0,9.749165703380964e-06,-9.056983741574912e-05,-2.1974365474829454e-05,-0.0014476313233942524,-2.12461178348825e-05,0.0020090716736612378,1.0400891420198038e-05,0.0033487154740827066,0.00015751333838737787,0.007899710929167547,0.00042048857151569534,0.013525074479897358,0.0007292186730388874,0.014410284032785221,0.0010949979135353083,0.016279212897734277,0.0013929242608822685,0.010974920945416692,0.0016774217248735409,0.014811867008503198,0.0020450096474956716,0.01739318286751508,0.002443202875814689,0.017332815338437363
0.0,1.1266419034534094e-05,-5.742342001388676e-05,-8.034904076447758e-07,0.0002091753021161733,1.4546764525235436e-05,0.0021826044435678494,7.782742378492279e-05,0.0029079191357573625,0.00019653187154613987,0.007322312951723609,0.000419449396340131,0.011257296908112304,0.0007242376682213421,0.017077524393272276,0.0010868505805244127,0.015546315375183332,0.0014172718304791372,0.012483436829375265,0.0017085263803985032,0.011402980957957578,0.0020327935922817147,0.018390025044896625,0.002379814223095794,0.01272948422376214
0.0,-1.375767677284486e-06,8.685417897078079e-05,1.4661205262113158e-05,0.00030152751776855384,6.382165730435409e-05,0.003638965232074295,0.00012816435640247253,0.003442718950722668,0.000256977649105986,0.006559406439490897,0.0004391913201630198,0.011584763031888155,0.0007442707801922116,0.01293098637627746,0.0010372555126104755,0.013739664294205575,0.001395991146037249,0.01720070788827232,0.0017758837375717468,0.01548656323032939,0.0020489810146115516,0.008825858226256143,0.0022824377805752485,0.011645353308873022
0.0,-1.1185460102818562e-05,8.960575205506341e-05,3.335288752223726e-05,0.0029910392620067063,9.743490727491324e-05,0.0017989219502911355,0.00016666251497868346,0.005689304148757636,0.0003384142217432553,0.009487048256304607,0.0005006914125136063,0.00646368057548335,0.0007011894538135515,0.009996907695992924,0.0010309962253346207,0.016560738289988382,0.0014160321068341242,0.01851830607901973,0.0017651363094338848,0.013173318393914562,0.0020407070774895856,0.010285551906935942,0.0022640899446531694,0.00979863514145085
0.0,-2.2938473526360245e-06,6.166260994081253e-06,1.6259281771992377e-05,0.0025112874543263505,0.0001054149205326938,0.004866623755378163,0.0002705993861370685,0.006870718031449967,0.0003762647339806659,0.004371481363280899,0.0005135751420935207,0.008945133379118297,0.0007470300581052196,0.011631041030238477,0.0010541408853963596,0.014648105506022182,0.001390968184488693,0.014569265291724521,0.0017167673714757047,0.01259240523260957,0.0020244476400882415,0.014995370152314974,0.0023160329617391744,0.01138366454450132
0.0,-2.330936230670771e-06,0.00014311216320557553,5.9007676774041464e-05,0.003469926814950971,0.00015209438101059712,0.0072163195808071946,0.00028139335492911036,0.005143564114280847,0.0004012045845014365,0.003915430663880126,0.0005828290456726851,0.010963853418167949,0.0008153504189400429,0.010503314675222912,0.0010653016487498506,0.012626845951348983,0.0013544700436625028,0.010647415094917519,0.00164915919580906,0.016551353600080716,0.0020151613608181125,0.015980647961263614,0.002389547239299157,0.016495582100971337
0.0,-7.0950485147834405e-06,0.0002407782001264267,9.323338022308848e-05,0.00584270202824799,0.0001784511196557817,0.003080623981976711,0.00026833187721867077,0.0054506856807842955,0.00044560091266268424,0.009893089276557127,0.0006752203499571691,0.008533349009600281,0.0008668789216671979,0.008889470371406357,0.0010662958405360404,0.01004730814985037,0.0013115685685295057,0.011318890386962327,0.0016090437262457344,0.014425361858525644,0.00201078048336299,0.019053945053475244,0.0024074124487417758,0.016800761612164417
0.0,-3.870103102208709e-06,-1.919362270540008e-05,2.0693129744530014e-05,0.004018702521325052,0.000148666497501765,0.00498744356054415,0.00032948335499418427,0.01059747820791625,0.0005220859074234151,0.007177376854392852,0.0006927117671228973,0.010285128336508338,0.0009210175542178798,0.006529774762810818,0.0010708053559794516,0.007555953945221403,0.0012789595924504594,0.012932678913591655,0.0016082964206947355,0.014531613525830383,0.001986993866901263,0.017707499631522988,0.0024067397225193054,0.019275356997984102
0.0,-2.1404367206270152e-05,3.203430172141113e-05,1.5314182441858912e-05,0.002741790291127543,0.00012958845377097287,0.008166106665768691,0.00034456220798381287,0.01086372919393337,0.0006019333699176434,0.009945210940039863,0.0007502434354141981,0.005459744361212935,0.0008927747386879028,0.006451761244801773,0.001075932849553777,0.008240957671504796,0.0013302691286191464,0.012678081831180153,0.0015905713969750408,0.014197717718500993,0.0019599694228979313,0.01702462380211529,0.002356993943941016,0.017499388733380496
0.0,1.6535459883491604e-06,7.508672258444014e-05,4.431709989866719e-05,0.003950775803695222,0.00017285079744569292,0.0072141481641246645,0.0003672675034811832,0.009211095194975337,0.0005933751805619411,0.009821315849488397,0.0007832711934745612,0.007642088641645215,0.0009287412184910595,0.006201364570284861,0.0010796571296316933,0.009401564293699021,0.001341747529387938,0.01007715452181647,0.0016210702414579305,0.01429856342063089,0.001949038387804797,0.014785497449036941,0.002216798544718607,0.009710656335820602
0.0,1.862330692801182e-05,0.00015148004287250522,8.238812684820334e-05,0.0054208318541051495,0.00022980849700372758,0.00741027053036893,0.0004040955350650297,0.008805227476597026,0.0005574477133304704,0.005115099966534788,0.0007612502910138952,0.010645441839914239,0.000976204288278631,0.007703899454834051,0.0011355397544952047,0.008660467636362312,0.0013622987381754416,0.011054542623700547,0.0016371607156994519,0.011604306602903363,0.0019116504059058753,0.011932891662018443,0.002129400083289645,0.008352950950151988
0.0,-1.565030395532885e-05,0.00028046741042168563,0.0001059718731860399,0.00736849751304165,0.00026033192317246836,0.0069921274340980786,0.0004055170831559559,0.00677230219304595,0.0005718750977726953,0.007778842742531938,0.0007428043978913472,0.007128118509807416,0.0009505110351228043,0.011166897836934347,0.001222616007462998,0.011514238259388493,0.0014488811932294506,0.009186049702041444,0.0016099514692447683,0.007088503408403404,0.001842892507903861,0.010205904679784439,0.0021184746115805,0.014194715532412522
0.0,-9.12180450396666e-06,8.388488541339587e-05,6.89187765930454e-05,0.00745358140076359,0.00023947540156694306,0.00655750910986897,0.00042239105362973036,0.007390394356331794,0.0005719011177451156,0.006961528009724954,0.0007276362127924279,0.010095815736301788,0.0009981937500882624,0.011041177747114583,0.0012536940167976775,0.010965923466877818,0.0014634662520085595,0.0075548481423125865,0.00165541788628622,0.008396133497345864,0.0018060677298966925,0.006099934294055649,0.0019921820700909954,0.009525341561552814
0.0,6.3423560625231315e-06,0.00014131744641111835,7.18149573749104e-05,0.004971538181775099,0.0001906781865364682,0.006374269453246484,0.00037169009541651197,0.00920367462952459,0.0005688355593784499,0.0090376969354076,0.0008064073043018641,0.010761022129676168,0.001022824945675881,0.009681165781096054,0.0012451771859309493,0.008117963413906776,0.0014844304955563552,0.011685494416420023,0.0016900695889913338,0.006820335063834156,0.001790843311394249,0.0044882984235985225,0.0018322188904566165,-0.0007038774504716711
0.0,3.7870019084219876e-06,0.00014092621510349576,3.412990097152405e-05,0.0015152982339085596,0.00014340085313157438,0.007054508897343303,0.00031796997875078336,0.010257339283416553,0.0005856536205848646,0.012100940467322819,0.0008550337284422661,0.009963810015523518,0.0010444253374143207,0.00922588471117636,0.0012783830883366704,0.01134875414738137,0.0015100998874494561,0.00686876880272162,0.0016589502723899615,0.006472994987203074,0.0017667150467469662,0.002218001971788858,0.001797250406141216,0.0013943751199051266
0.0,3.5235562663530793e-06,-0.00011259070592408816,-1.4941811679378074e-05,0.0008794163503191427,9.426156578589783e-05,0.009143169436737182,0.00033302303693158095,0.010469058239566653,0.000566253936719957,0.011626941316098375,0.0008293816051663789,0.01102991371862881,0.001129442416893295,0.012154556456624008,0.0013396549729281233,0.0091421778656312,0.0014950799895860948,0.005273897804816961,0.001616852860652862,0.004200886028749976,0.0017218950487361512,0.0040644658401563435,0.001835468799468481,0.006220379795397043
0.0,1.0848325366346408e-05,-2.604257154408228e-05,3.0364811872278518e-05,0.003348682557377332,0.00011531225143464116,0.0046970240571424,0.00026801678297258915,0.009563499907602723,0.0005532345207371477,0.014070971787769603,0.0008674178115526529,0.013212338596138759,0.0011519035155492026,0.012147572449189256,0.0013814861729786454,0.005677615542609059,0.001494515212368787,0.006073273869381492,0.0015777808537702257,0.0022603751077473174,0.0016845012559327255,0.006270872141388872,0.0018627241119745848,0.008961914927599148
0.0,3.7950981639732774e-06,4.888777968588408e-05,3.706312502750314e-05,0.003699749927829328,0.00014364243633858048,0.004008731965073118,0.0002634176575739553,0.007910795047484483,0.0005404969028675943,0.015097730881219948,0.0008836166745307471,0.015766641152248066,0.001173758270570509,0.011012357748202894,0.0013739909404679785,0.004887779345560586,0.0014724541697528914,0.003469425924073872,0.0015884706673309939,0.00646650107258753,0.001684127764859188,0.003494517449519709,0.001797031088890265,0.0056719561508245045
0.0,2.6330495702267982e-06,9.118834036976427e-05,2.3317169091210998e-05,0.0008939173693485213,0.00011178635297016879,0.00827729488547922,0.00034508077118140036,0.01020096815408348,0.0005665817919191847,0.012815039501745352,0.0008629731575285484,0.011023857647497899,0.001143301569611355,0.011923947444110723,0.0013449270913572212,0.006846000076285749,0.0014889133108610608,0.005083261229321719,0.001609251713902007,0.004910436363033356,0.0016704153565977697,0.00344447673197619,0.0017422049627395999,0.0021291725215246125
0.0,7.073448196265822e-06,6.951124607832779e-05,2.0928418687953343e-05,0.0014631778282139457,0.00014717817701010238,0.008180949971142111,0.00036863536019421156,0.012591768790791623,0.0006240341084518299,0.010201782179442339,0.0008708710090804026,0.009059492374966612,0.0010460868804966648,0.009414205788812085,0.0013204236540973475,0.012467757456681803,0.0015185570561923143,0.005656817917373419,0.00161281544757624,0.002555064572752665,0.0016642124423280522,0.0010078079816189089,0.0017277586402162236,0.004621169555352102
